Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,PrecisionStay,RecallRise,RecalFall,RecalStay,F1Rise,F1Fall,F1Stay
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 5 min_samples_leaf: 4,0.43783720384705616,0.4360810077728869,0.4455353327464948,0.4361371363868572,0.40517488534836055,0.3180801147539891,0.5900756161086738,0.4191270121742556,0.3706042704342339,0.5014637736066402
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 5 min_samples_leaf: 5,0.43795449214168425,0.427218207479486,0.4599121092872562,0.4367752676705061,0.40913412077584016,0.2927468588410612,0.6073192477604191,0.4174015858710336,0.3567076162704301,0.5080520272338743
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 2 min_samples_leaf: 1,0.4317382125263898,0.41663682467397617,0.44379660324207343,0.4383572103884448,0.39963320491617893,0.3190894501267669,0.5711167693988688,0.4070956748945012,0.37009673215330813,0.4957007793142417
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 2 min_samples_leaf: 2,0.4324419422941591,0.4249037439182756,0.4584624781667201,0.42520561995987854,0.38912651962480177,0.3261450669076649,0.5849447256298317,0.4057382465761242,0.3807763420249259,0.4919081032298641
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 2 min_samples_leaf: 3,0.44018296973962,0.4328273135182908,0.4548654549152936,0.4392016304529558,0.4119849383980558,0.3266892078255291,0.5798384211036157,0.4211048690055259,0.3790424155511167,0.4995520465442629
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 2 min_samples_leaf: 4,0.4251700680272109,0.416950436979204,0.4330049091079943,0.4301299531141144,0.4051063645832245,0.3059017398435677,0.5606886124679924,0.4099448886905981,0.3571070123929845,0.4865921230894219
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 2 min_samples_leaf: 5,0.4282195636875441,0.4190440650242196,0.4430540130289857,0.42826649682086665,0.4000108123528015,0.3114984272695829,0.5724877946235615,0.4087729835441775,0.36576375120005294,0.4895822858816234
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 3 min_samples_leaf: 1,0.4363124560168896,0.4307047607066044,0.4236687522261409,0.4481011095779257,0.38612713214345096,0.3163137665331879,0.5967254064816229,0.40601849495259773,0.3615978159660936,0.5111869007101593
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 3 min_samples_leaf: 2,0.4269293924466338,0.41951844281131706,0.4416932197436767,0.4259647968601606,0.403376747351246,0.3192949564199254,0.5552889841253305,0.41003210469416657,0.3700472681408401,0.4816687799889582
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 3 min_samples_leaf: 3,0.4334975369458128,0.43239059602417773,0.4322251366342394,0.4361501799786823,0.3986304937516647,0.3129127532460163,0.5808016674060592,0.41423998362393183,0.362428370926174,0.4979722368375532
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 3 min_samples_leaf: 4,0.4334975369458128,0.4278305272384395,0.4616153722987375,0.4241112360570051,0.4098804704245,0.3190171884711077,0.5782407354268697,0.4170280700873718,0.37661020813370577,0.4891161616727102
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 3 min_samples_leaf: 5,0.4363124560168895,0.4235955358852493,0.4458919905322485,0.4408887888711289,0.3962893872174829,0.31625193609797125,0.5960588381170046,0.40884629180043547,0.3696314918303571,0.5066846115104443
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 4 min_samples_leaf: 1,0.4380717804363124,0.4191778757464447,0.4492561588617954,0.4460571208560156,0.4048129062192687,0.3207204759260684,0.5844249216144848,0.41141247208868137,0.37408114737880505,0.5055695243082459
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 4 min_samples_leaf: 2,0.4452263664086325,0.42566065484496257,0.4652905077992195,0.4505254287739273,0.4254475300474106,0.31970978236012443,0.5855328646466661,0.4253214887595511,0.3785379572554525,0.5092062805181518
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 4 min_samples_leaf: 3,0.4458128078817734,0.4322146283908482,0.4650264052033492,0.44748665309208063,0.4294329427122872,0.3074132044872792,0.5953689216227839,0.4304978615748732,0.369153389471305,0.5106502637190861
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 4 min_samples_leaf: 4,0.43642974431151776,0.4297687878036077,0.454479231436859,0.4363299984634841,0.38083379757704333,0.3335396558584207,0.5961598497237305,0.4012964631423744,0.3829301498351657,0.5030880812593913
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 4 min_samples_leaf: 5,0.4292751583391977,0.4274754652797996,0.4407523717188589,0.4253302615328813,0.389087426134507,0.31620648168445337,0.5814682654677547,0.4066241661344373,0.368078734960964,0.4909787213711478
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 5 min_samples_leaf: 1,0.43596059113300495,0.4292907495333009,0.44448135127481225,0.43803997220365054,0.40220359740508577,0.3232732851686655,0.5793583639913916,0.4143573285849188,0.3738856726449867,0.4978293452366516
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 5 min_samples_leaf: 2,0.4315036359371334,0.42958853520635376,0.4324111743582539,0.43444700417776666,0.40338882263471504,0.30886486364822,0.5767846567653072,0.4146515605889318,0.3591002743180751,0.4952605925727274
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 5 min_samples_leaf: 3,0.4325592305887873,0.4250115651698081,0.4363421100666571,0.4362886686257391,0.4082272510802269,0.3131886727061237,0.5692151820938779,0.4159014882768814,0.364273548588099,0.4938020377975325
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 5 min_samples_leaf: 4,0.4320900774102744,0.4203492487477831,0.4365150924238792,0.4396435840705117,0.3911061670982445,0.3215851779231909,0.5737391368191177,0.4046449554194478,0.3695561426159967,0.4975704847544227
Random Forest,window_size: 0  max_depth: 8 min_samples_split: 5 min_samples_leaf: 5,0.4338494018296975,0.4274435618115164,0.4326873074800406,0.4402201030455868,0.3866271224514146,0.32934008825750993,0.5794599862217419,0.4054500876869215,0.37369238551373546,0.5001174406632871
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 2 min_samples_leaf: 1,0.4305653295801079,0.4252199446484097,0.4369893154237981,0.4329847475471824,0.3846441762394665,0.3124010715631689,0.5927885210868354,0.4028338212039581,0.3637777252424005,0.5000200880428609
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 2 min_samples_leaf: 2,0.4371334740792869,0.4267627076106594,0.4554632741955884,0.4379026117436569,0.4114896637535903,0.31587756560534896,0.579188690515052,0.4178733952688283,0.3724020248142037,0.4983560895099131
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 2 min_samples_leaf: 3,0.42763312221440297,0.4211501493045461,0.4360287783524239,0.4305535134097867,0.3944595650072296,0.3180292761787419,0.5680333504179937,0.40643792959273056,0.3655413755506984,0.4892094681363737
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 2 min_samples_leaf: 4,0.4343185550082102,0.4229828600073817,0.4377172480968537,0.4420136583155216,0.4045684716624039,0.30893073278489164,0.5860783329238952,0.4128942678180794,0.3619013810066758,0.5032944827686582
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 2 min_samples_leaf: 5,0.42364532019704426,0.4072948384761008,0.4340819004143504,0.43147457130990735,0.40362493109996,0.3058495202306145,0.5587005509080033,0.4051754059331087,0.3584203477133421,0.4865110014730532
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 3 min_samples_leaf: 1,0.4311517710532489,0.4287761640363813,0.4229787670702285,0.4381209630302436,0.3923608782074468,0.3202103891405001,0.5732313437816917,0.4094458918252339,0.363989448763984,0.496531792398747
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 3 min_samples_leaf: 2,0.4286887168660569,0.4005829922717971,0.4438603700733141,0.4431629864303151,0.4131032161003549,0.31925799024795226,0.549005517573485,0.4064100366249445,0.3709001606018879,0.4901542203333286
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 3 min_samples_leaf: 3,0.4277504105090312,0.4208326027868887,0.4435533569353743,0.4257453141965972,0.4016641625599395,0.3185234981491103,0.5622470279872296,0.4108461728434892,0.3698390798451455,0.4843779551718872
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 3 min_samples_leaf: 4,0.4243490499648135,0.4192368479482452,0.4376553759225495,0.4227445228296956,0.40459971094652797,0.31698088630053944,0.5525113729568335,0.4102486973211705,0.3661644750168169,0.4786315080031341
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 3 min_samples_leaf: 5,0.4378372038470561,0.4200478081675687,0.4551774062151591,0.4425413596891732,0.4096012574854447,0.3246550145353667,0.5748860370721752,0.4144003725752778,0.3783830217192052,0.499908190971091
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 4 min_samples_leaf: 1,0.4277504105090312,0.4094538311228501,0.4417647690429744,0.435426714247154,0.40433257902953823,0.3104657612754124,0.5673706795128591,0.4059399101165322,0.36422780984525854,0.4918371210806225
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 4 min_samples_leaf: 2,0.4257565095003519,0.4107268995861004,0.4446607869691723,0.4278034026507664,0.4090474939562932,0.30683183424708377,0.5624635944844205,0.4094781234222131,0.3625719675205956,0.4854278347531488
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 4 min_samples_leaf: 3,0.4229415904292752,0.4123885279376965,0.4231473502391856,0.43265364925404604,0.40721536034531375,0.31011810391217565,0.545810618589644,0.4094825896487313,0.35657394329593345,0.4823296937037438
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 4 min_samples_leaf: 4,0.4310344827586207,0.42564424040445786,0.4331715045794284,0.4341170435122588,0.38810340044980624,0.3185618933661251,0.5807899367422503,0.40543122667039533,0.3665301150880431,0.4968286457570492
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 4 min_samples_leaf: 5,0.4299788881069669,0.4166447649557332,0.4380856228751797,0.4358232415072301,0.40619837963572863,0.32594291018568955,0.5536553239339236,0.4108257947635843,0.3736773716753112,0.48746832141651
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 5 min_samples_leaf: 1,0.4300961764015952,0.4021038381563207,0.4481303665183202,0.4437128995488911,0.4092176045642884,0.308510415920182,0.5648526336148533,0.4053002432709061,0.364600835560428,0.4962762931942684
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 5 min_samples_leaf: 2,0.434787708186723,0.4151398569071529,0.4520345370154902,0.4423910804840128,0.4087777795502982,0.3210815015939533,0.5720220130918774,0.4111588347439517,0.3750888781029742,0.4985656070225097
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 5 min_samples_leaf: 3,0.4358433028383768,0.4233566515632752,0.4445333177406836,0.4440016399182467,0.418913419955866,0.32403891308402594,0.5606811452958707,0.4201565130941011,0.3738646338387432,0.4939629026778623
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 5 min_samples_leaf: 4,0.4399483931503636,0.439115258829799,0.44559371521716057,0.4377308283743853,0.38994664143351904,0.3480184276569609,0.5798154013295077,0.4128289893358817,0.3906223039159979,0.4987156688867215
Random Forest,window_size: 0  max_depth: 9 min_samples_split: 5 min_samples_leaf: 5,0.4419422941590429,0.4312305354081903,0.4582084601819845,0.4428715248231233,0.4074369171764021,0.3483689823539957,0.5682369142429349,0.4178618011834299,0.39488935710877854,0.4971204625263548
Random Forest,window_size: 0  max_depth: 10 min_samples_split: 2 min_samples_leaf: 1,0.4262256626788648,0.41579528123099935,0.4279492964328213,0.4339683045343257,0.3871513333536543,0.3275979060999292,0.5653515778771631,0.4004186237433567,0.3702250027309015,0.4906575686065576
Random Forest,window_size: 0  max_depth: 10 min_samples_split: 2 min_samples_leaf: 2,0.4277504105090312,0.4138571430163901,0.4417151483262586,0.4324081632149795,0.42239680557458215,0.2964703752393645,0.5616263005410448,0.4175191924652912,0.35465361503653736,0.4883418617214008
Random Forest,window_size: 0  max_depth: 10 min_samples_split: 2 min_samples_leaf: 3,0.4311517710532489,0.4251491227238229,0.4425734932589225,0.4306655434761725,0.4077086878032861,0.3090047445123628,0.5783853645532545,0.4158800326634491,0.3633773786738612,0.4931500013766077
